city,loc,pop,state,zip
GALT,"[-93.603512, 42.691187]",57,IA,50101
GARDEN CITY,"[-93.403068, 42.25266]",422,IA,50102
GARDEN GROVE,"[-93.611669, 40.771078]",603,IA,50103
GIBSON,"[-92.353121, 41.464206]",458,IA,50104
GILMAN,"[-92.810067, 41.901236]",1221,IA,50106
GRAND JUNCTION,"[-94.233629, 42.029578]",1055,IA,50107
GRAND RIVER,"[-93.954372, 40.813704]",454,IA,50108
GRANGER,"[-93.841002, 41.752355]",1324,IA,50109
GRAY,"[-95.02272, 41.82663]",344,IA,50110
GRIMES,"[-93.782109, 41.701838]",4205,IA,50111
GRINNELL,"[-92.734432, 41.742081]",11530,IA,50112
GUTHRIE CENTER,"[-94.486444, 41.683671]",3398,IA,50115
HAMILTON,"[-92.924349, 41.175543]",314,IA,50116
HAMLIN,"[-94.915745, 41.650571]",336,IA,50117
HARTFORD,"[-93.402213, 41.459629]",1201,IA,50118
HARVEY,"[-92.931843, 41.302972]",683,IA,50119
HAVERHILL,"[-92.945857, 41.931960000000004]",419,IA,50120
HUBBARD,"[-93.293928, 42.302208]",1356,IA,50122
HUMESTON,"[-93.510117, 40.846922]",981,IA,50123
HUXLEY,"[-93.602381, 41.899434]",2417,IA,50124
SPRING HILL,"[-93.571502, 41.35617]",13920,IA,50125
IOWA FALLS,"[-93.270943, 42.513756]",7714,IA,50126
IRA,"[-93.164436, 41.731759]",378,IA,50127
JAMAICA,"[-94.320367, 41.841931]",423,IA,50128
JEFFERSON,"[-94.388768, 42.009325]",5663,IA,50129
JEWELL,"[-93.642821, 42.313912]",1348,IA,50130
JOHNSTON,"[-93.702792, 41.673017]",4945,IA,50131
KAMRAR,"[-93.727941, 42.394517]",246,IA,50132
KELLERTON,"[-94.060693, 40.686127]",601,IA,50133
KELLEY,"[-93.664354, 41.948773]",314,IA,50134
KELLOGG,"[-92.911404, 41.718371]",913,IA,50135
KESWICK,"[-92.239547, 41.461251]",497,IA,50136
KNOXVILLE,"[-93.095427, 41.316446]",11205,IA,50138
LACONA,"[-93.383801, 41.198832]",700,IA,50139
LAMONI,"[-93.934899, 40.622852]",2638,IA,50140
LAUREL,"[-92.926294, 41.882903999999996]",457,IA,50141
LEIGHTON,"[-92.808125, 41.364677]",594,IA,50143
LEON,"[-93.742903, 40.737334]",2556,IA,50144
LIBERTY CENTER,"[-93.497391, 41.207668]",468,IA,50145
LINDEN,"[-94.24058, 41.64225]",585,IA,50146
LINEVILLE,"[-93.486207, 40.600373]",586,IA,50147
LISCOMB,"[-92.983279, 42.184]",512,IA,50148
LORIMOR,"[-94.063885, 41.1233]",619,IA,50149
LOVILIA,"[-92.929272, 41.12719]",1053,IA,50150
LUCAS,"[-93.483614, 41.058451]",617,IA,50151
LUTHER,"[-93.855394, 41.991934]",529,IA,50152
LYNNVILLE,"[-92.787715, 41.569766]",630,IA,50153
MC CALLSBURG,"[-93.397757, 42.166475]",533,IA,50154
MACKSBURG,"[-94.185673, 41.202792]",310,IA,50155
MADRID,"[-93.844815, 41.884083]",4367,IA,50156
MALCOM,"[-92.535426, 41.769502]",1595,IA,50157
MARSHALLTOWN,"[-92.91269, 42.040482]",30857,IA,50158
MAXWELL,"[-93.400125, 41.89673]",1268,IA,50161
MELBOURNE,"[-93.085627, 41.932348]",970,IA,50162
MELCHER-DALLAS,"[-93.219404, 41.222912]",924,IA,50163
MENLO,"[-94.409002, 41.534797]",650,IA,50164
MILLERTON,"[-93.279586, 40.854889]",258,IA,50165
MILO,"[-93.445356, 41.29042]",1705,IA,50166
MINBURN,"[-94.01501, 41.756206]",517,IA,50167
MINGO,"[-93.288015, 41.789843]",725,IA,50168
MITCHELLVILLE,"[-93.36995, 41.66089]",2363,IA,50169
MONROE,"[-93.072551, 41.535619]",2868,IA,50170
MONTEZUMA,"[-92.527582, 41.592845]",3570,IA,50171
GUERNSEY,"[-92.333549, 41.662496]",128,IA,50172
MONTOUR,"[-92.700575, 41.970876]",1137,IA,50173
MURRAY,"[-93.952975, 41.037644]",1357,IA,50174
NEVADA,"[-93.446219, 42.018983]",7381,IA,50201
NEW PROVIDENCE,"[-93.175262, 42.269261]",445,IA,50206
NEW SHARON,"[-92.684815, 41.463976]",2426,IA,50207
NEWTON,"[-93.045456, 41.699173]",19721,IA,50208
NEW VIRGINIA,"[-93.711312, 41.160063]",1593,IA,50210
NORWALK,"[-93.657332, 41.486055]",9512,IA,50211
OGDEN,"[-94.006333, 42.035106]",3115,IA,50212
OSCEOLA,"[-93.771236, 41.029503]",5528,IA,50213
OTLEY,"[-93.034778, 41.451806]",676,IA,50214
PANORA,"[-94.360613, 41.696684]",1847,IA,50216
PATON,"[-94.273038, 42.165841]",621,IA,50217
PATTERSON,"[-93.878174, 41.353912]",258,IA,50218
PELLA,"[-92.917207, 41.408175]",10771,IA,50219
PERRY,"[-94.102167, 41.839695]",7918,IA,50220
PERU,"[-93.943729, 41.21454]",442,IA,50222
PILOT MOUND,"[-94.010184, 42.160395]",380,IA,50223
PLEASANTVILLE,"[-93.271206, 41.373836]",2474,IA,50225
POLK CITY,"[-93.689346, 41.754905]",4203,IA,50226
POPEJOY,"[-93.430867, 42.595628]",298,IA,50227
PRAIRIE CITY,"[-93.240986, 41.585425]",1941,IA,50228
PROLE,"[-93.734357, 41.382973]",1488,IA,50229
RADCLIFFE,"[-93.423364, 42.324064]",804,IA,50230
RANDALL,"[-93.62109, 42.247463]",508,IA,50231
REASNOR,"[-93.019827, 41.579802]",245,IA,50232
REDFIELD,"[-94.189733, 41.587349]",1236,IA,50233
RHODES,"[-93.179586, 41.917717]",564,IA,50234
RIPPEY,"[-94.213202, 41.92574]",563,IA,50235
ROLAND,"[-93.506313, 42.164585]",1452,IA,50236
RUNNELLS,"[-93.42025, 41.551549]",2309,IA,50237
RUSSELL,"[-93.178371, 40.945557]",1018,IA,50238
SAINT ANTHONY,"[-93.182431, 42.151974]",328,IA,50239
SAINT CHARLES,"[-93.824195, 41.292443]",1169,IA,50240
SAINT MARYS,"[-93.736107, 41.297826]",632,IA,50241
SEARSBORO,"[-92.698737, 41.56561]",464,IA,50242
SLATER,"[-93.681155, 41.876511]",2083,IA,50244
STANHOPE,"[-93.775081, 42.290407]",1001,IA,50246
STATE CENTER,"[-93.167283, 42.010911]",1618,IA,50247
STORY CITY,"[-93.598811, 42.183487]",3501,IA,50248
STRATFORD,"[-93.90294, 42.284673]",1215,IA,50249
STUART,"[-94.304563, 41.518643]",1463,IA,50250
SULLY,"[-92.845085, 41.573969]",1096,IA,50251
SWAN,"[-93.234165, 41.4717]",691,IA,50252
THAYER,"[-94.068639, 41.00293]",453,IA,50254
TRACY,"[-92.875337, 41.275564]",256,IA,50256
TRURO,"[-93.840978, 41.207622]",767,IA,50257
UNION,"[-93.056192, 42.252074]",937,IA,50258
VAN METER,"[-93.95303, 41.539415]",1780,IA,50261
VAN WERT,"[-93.80733, 40.864451]",431,IA,50262
WAUKEE,"[-93.85916, 41.592959]",4933,IA,50263
WELDON,"[-93.738743, 40.873906]",388,IA,50264
WEST DES MOINES,"[-93.744711, 41.580512]",31896,IA,50265
WHAT CHEER,"[-92.354789, 41.395276]",1108,IA,50268
WILLIAMS,"[-93.56774, 42.461376]",1036,IA,50271
WILLIAMSON,"[-93.26593, 41.102026]",505,IA,50272
WINTERSET,"[-94.008763, 41.339077]",7254,IA,50273
WIOTA,"[-94.840515, 41.384552]",596,IA,50274
WOODBURN,"[-93.608282, 41.00001]",677,IA,50275
WOODWARD,"[-93.905617, 41.845219]",1749,IA,50276
YALE,"[-94.35026, 41.775309]",414,IA,50277
ZEARING,"[-93.292766, 42.15349]",1032,IA,50278
DES MOINES,"[-93.621175, 41.588743]",4879,IA,50309
DES MOINES,"[-93.673611, 41.625475]",30498,IA,50310
WINDSOR HEIGHTS,"[-93.674371, 41.601562]",19816,IA,50311
DES MOINES,"[-93.671908, 41.585453]",16424,IA,50312
DES MOINES,"[-93.620305, 41.638085]",16175,IA,50313
DES MOINES,"[-93.632993, 41.603003]",11709,IA,50314
DES MOINES,"[-93.619226, 41.544394]",36434,IA,50315
DES MOINES,"[-93.599966, 41.609228]",16359,IA,50316
PLEASANT HILL,"[-93.549446, 41.612499]",39883,IA,50317
DES MOINES,"[-93.582674, 41.548693]",8444,IA,50320
DES MOINES,"[-93.661846, 41.547628]",7233,IA,50321
URBANDALE,"[-93.723042, 41.629479]",28512,IA,50322
CLIVE,"[-93.745749, 41.606729]",7293,IA,50325
MASON CITY,"[-93.195379, 43.149869]",31168,IA,50401
ALEXANDER,"[-93.445, 42.811395]",664,IA,50420
BELMOND,"[-93.620012, 42.851137]",3306,IA,50421
BRITT,"[-93.775175, 43.100582]",3988,IA,50423
BUFFALO CENTER,"[-93.937557, 43.373204]",1566,IA,50424
CLEAR LAKE,"[-93.384978, 43.140607]",10056,IA,50428
CORWITH,"[-93.932303, 42.992736]",737,IA,50430
CRYSTAL LAKE,"[-93.794166, 43.218692]",543,IA,50432
DOUGHERTY,"[-93.068586, 42.941633]",308,IA,50433
FERTILE,"[-93.434485, 43.279514]",766,IA,50434
FLOYD,"[-92.723988, 43.143049]",1273,IA,50435
FOREST CITY,"[-93.635595, 43.269184]",6010,IA,50436
GARNER,"[-93.594394, 43.114395]",3756,IA,50438
GOODELL,"[-93.582426, 42.938298]",452,IA,50439
GRAFTON,"[-93.079718, 43.311016]",630,IA,50440
HAMPTON,"[-93.210954, 42.740531]",5313,IA,50441
HANLONTOWN,"[-93.335065, 43.307234]",605,IA,50444
JOICE,"[-93.445354, 43.376105]",522,IA,50446
KANAWHA,"[-93.772801, 42.94338]",1181,IA,50447
KENSETT,"[-93.172805, 43.37391]",729,IA,50448
KLEMME,"[-93.587944, 43.013643]",849,IA,50449
LAKE MILLS,"[-93.533628, 43.416696]",2801,IA,50450
LAKOTA,"[-94.07055, 43.395283]",789,IA,50451
LATIMER,"[-93.351798, 42.759783]",966,IA,50452
LELAND,"[-93.751496, 43.307043]",333,IA,50453
LITTLE CEDAR,"[-92.734376, 43.391861]",248,IA,50454
MC INTIRE,"[-92.60485, 43.44999]",382,IA,50455
MANLY,"[-93.201802, 43.289116]",1757,IA,50456
MESERVEY,"[-93.477298, 42.913696]",298,IA,50457
NORA SPRINGS,"[-93.000221, 43.147858]",1849,IA,50458
NORTHWOOD,"[-93.241943, 43.450604]",2982,IA,50459
ORCHARD,"[-92.719979, 43.235459]",442,IA,50460
OSAGE,"[-92.814356, 43.28722]",5790,IA,50461
PLYMOUTH,"[-93.122628, 43.246046]",453,IA,50464
RAKE,"[-93.917128, 43.476655]",435,IA,50465
RICEVILLE,"[-92.555372, 43.371899]",1546,IA,50466
ROCK FALLS,"[-93.076402, 43.198014]",306,IA,50467
ROCKFORD,"[-92.952034, 43.057331]",1258,IA,50468
ROCKWELL,"[-93.216737, 43.003167]",2009,IA,50469
ROWAN,"[-93.556966, 42.759644]",405,IA,50470
RUDD,"[-92.888546, 43.141958]",688,IA,50471
SAINT ANSGAR,"[-92.923523, 43.406107]",2401,IA,50472
SCARVILLE,"[-93.64233, 43.467286]",420,IA,50473
SHEFFIELD,"[-93.215583, 42.877881]",1988,IA,50475
STACYVILLE,"[-92.761031, 43.445687]",798,IA,50476
SWALEDALE,"[-93.311529, 42.962167]",414,IA,50477
THOMPSON,"[-93.751671, 43.387497]",1178,IA,50478
THORNTON,"[-93.408787, 42.968405]",905,IA,50479
TITONKA,"[-94.036656, 43.245606]",1159,IA,50480
VENTURA,"[-93.4706, 43.126178]",816,IA,50482
WESLEY,"[-94.003776, 43.09765]",647,IA,50483
WODEN,"[-93.910925, 43.222564]",511,IA,50484
FORT DODGE,"[-94.180737, 42.508817]",27632,IA,50501
ALBERT CITY,"[-94.98238, 42.778403]",1293,IA,50510
ALGONA,"[-94.230638, 43.065976]",7829,IA,50511
ARMSTRONG,"[-94.485305, 43.402423]",1464,IA,50514
AYRSHIRE,"[-94.847804, 43.037001]",413,IA,50515
BADGER,"[-94.162988, 42.599595]",1270,IA,50516
BANCROFT,"[-94.210778, 43.293485]",1346,IA,50517
BARNUM,"[-94.370327, 42.515867]",481,IA,50518
BODE,"[-94.278055, 42.866078]",555,IA,50519
BRADGATE,"[-94.400239, 42.779425]",359,IA,50520
BURNSIDE,"[-94.114253, 42.341318]",355,IA,50521
BURT,"[-94.21223, 43.206167]",1069,IA,50522
CALLENDER,"[-94.281963, 42.349372]",1009,IA,50523
CLARE,"[-94.308028, 42.595397]",821,IA,50524
CLARION,"[-93.727715, 42.727149]",3849,IA,50525
CURLEW,"[-94.797528, 42.963321]",278,IA,50527
CYLINDER,"[-94.510672, 43.150716]",536,IA,50528
DAYTON,"[-94.06105, 42.259438]",1366,IA,50530
DOLLIVER,"[-94.624236, 43.466382]",260,IA,50531
DUNCOMBE,"[-94.059212, 42.449303]",1561,IA,50532
EAGLE GROVE,"[-93.904872, 42.660867]",4109,IA,50533
EARLY,"[-95.172569, 42.448258]",1195,IA,50535
EMMETSBURG,"[-94.682545, 43.108249]",4794,IA,50536
FARNHAMVILLE,"[-94.422623, 42.269234]",631,IA,50538
FENTON,"[-94.404366, 43.242047]",779,IA,50539
FONDA,"[-94.82974, 42.605148]",1438,IA,50540
GILMORE CITY,"[-94.410824, 42.706691]",604,IA,50541
GOLDFIELD,"[-93.919435, 42.758055]",1148,IA,50542
GOWRIE,"[-94.298669, 42.276712]",1225,IA,50543
HARCOURT,"[-94.196095, 42.253052]",631,IA,50544
HARDY,"[-94.030852, 42.782247]",262,IA,50545
HAVELOCK,"[-94.725233, 42.84109]",586,IA,50546
HUMBOLDT,"[-94.213184, 42.719574]",6493,IA,50548
JOLLEY,"[-94.742338, 42.507785]",296,IA,50551
KNIERIM,"[-94.453153, 42.431944]",295,IA,50552
KNOKE,"[-94.85437, 42.520515]",192,IA,50553
LAURENS,"[-94.850816, 42.840938]",2055,IA,50554
LEDYARD,"[-94.150281, 43.434569]",384,IA,50556
LEHIGH,"[-94.034158, 42.352645]",821,IA,50557
LIVERMORE,"[-94.174716, 42.866601]",645,IA,50558
LONE ROCK,"[-94.358578, 43.166645]",560,IA,50559
LU VERNE,"[-94.095912, 42.98684]",1337,IA,50560
LYTTON,"[-94.813991, 42.430375]",235,IA,50561
MALLARD,"[-94.674608, 42.94167]",721,IA,50562
MANSON,"[-94.530386, 42.528503]",2131,IA,50563
MARATHON,"[-94.983551, 42.861233]",564,IA,50565
MOORLAND,"[-94.319886, 42.434005]",541,IA,50566
NEMAHA,"[-95.093914, 42.518027000000004]",356,IA,50567
NEWELL,"[-94.994591, 42.615699]",1668,IA,50568
OTHO,"[-94.170776, 42.432825]",1910,IA,50569
OTTOSEN,"[-94.378648, 42.876443]",301,IA,50570
PALMER,"[-94.543155, 42.641871]",1119,IA,50571
PLOVER,"[-94.622507, 42.869107]",275,IA,50573
POCAHONTAS,"[-94.673675, 42.729602]",2802,IA,50574
POMEROY,"[-94.663758, 42.532565]",1197,IA,50575
REMBRANDT,"[-95.165178, 42.826034]",236,IA,50576
RENWICK,"[-94.007437, 42.849132]",545,IA,50577
RINGSTED,"[-94.529137, 43.297654]",860,IA,50578
ROCKWELL CITY,"[-94.629219, 42.396126]",2952,IA,50579
RODMAN,"[-94.499243, 43.035233]",286,IA,50580
ROLFE,"[-94.516593, 42.808233]",1250,IA,50581
RUTLAND,"[-94.271882, 42.763486]",529,IA,50582
SAC CITY,"[-94.979552, 42.426212]",3531,IA,50583
SIOUX RAPIDS,"[-95.138836, 42.906472]",1542,IA,50585
SOMERS,"[-94.44639, 42.356065]",425,IA,50586
STORM LAKE,"[-95.196079, 42.64738]",11663,IA,50588
SWEA CITY,"[-94.319322, 43.402225]",1440,IA,50590
THOR,"[-94.038958, 42.688923]",463,IA,50591
VINCENT,"[-94.033534, 42.562292]",719,IA,50594
WEBSTER CITY,"[-93.826216, 42.465682]",9130,IA,50595
WEST BEND,"[-94.456402, 42.957415]",1099,IA,50597
WHITTEMORE,"[-94.406395, 43.02608]",1252,IA,50598
WOOLSTOCK,"[-93.82161, 42.584439]",394,IA,50599
ACKLEY,"[-93.060835, 42.552722]",2316,IA,50601
ALLISON,"[-92.782952, 42.761465]",1458,IA,50602
ALTA VISTA,"[-92.423682, 43.148159]",1356,IA,50603
APLINGTON,"[-92.875141, 42.587039]",1436,IA,50604
AREDALE,"[-92.97688, 42.854852]",317,IA,50605
ARLINGTON,"[-91.666814, 42.733827]",1124,IA,50606
AURORA,"[-91.733469, 42.620317]",344,IA,50607
AUSTINVILLE,"[-92.959422, 42.596245]",363,IA,50608
BEAMAN,"[-92.816215, 42.236707]",395,IA,50609
BRISTOW,"[-92.886424, 42.774106]",465,IA,50611
BUCKINGHAM,"[-92.409788, 42.255211]",694,IA,50612
CEDAR FALLS,"[-92.449725, 42.524071]",36084,IA,50613
CHARLES CITY,"[-92.676062, 43.068327]",10110,IA,50616
CLARKSVILLE,"[-92.658833, 42.804079]",2757,IA,50619
CONRAD,"[-92.886525, 42.234188]",1346,IA,50621
DENVER,"[-92.341701, 42.673137]",2543,IA,50622
DIKE,"[-92.612154, 42.47301]",1860,IA,50624
DUMONT,"[-92.967347, 42.736773]",1302,IA,50625
DUNKERTON,"[-92.158826, 42.578028]",1676,IA,50626
ELDORA,"[-93.103699, 42.357158]",3689,IA,50627
ELMA,"[-92.398066, 43.27855]",2102,IA,50628
FAIRBANK,"[-92.032589, 42.616235]",1770,IA,50629
FREDERICKSBURG,"[-92.198334, 42.959299]",1830,IA,50630
GARWIN,"[-92.68935, 42.087228]",869,IA,50632
GENEVA,"[-93.103793, 42.68044]",382,IA,50633
GLADBROOK,"[-92.714112, 42.177432]",1268,IA,50635
GREENE,"[-92.758324, 42.91604]",2480,IA,50636
GRUNDY CENTER,"[-92.777344, 42.3672]",4130,IA,50638
HANSELL,"[-93.090036, 42.771195]",362,IA,50640
HAZLETON,"[-91.910462, 42.607561]",1480,IA,50641
HOLLAND,"[-92.799884, 42.40114]",222,IA,50642
HUDSON,"[-92.454872, 42.390497]",2641,IA,50643
INDEPENDENCE,"[-91.880343, 42.46744]",8466,IA,50644
IONIA,"[-92.486521, 43.040253]",869,IA,50645
JANESVILLE,"[-92.479096, 42.646515]",2008,IA,50647
JESUP,"[-92.045625, 42.482329]",3505,IA,50648
KESLEY,"[-92.853455, 42.685717]",301,IA,50649
LAMONT,"[-91.670078, 42.594552]",830,IA,50650
LA PORTE CITY,"[-92.186155, 42.341618]",3990,IA,50651
LINCOLN,"[-92.704693, 42.256056]",433,IA,50652
MARBLE ROCK,"[-92.891681, 42.964547]",940,IA,50653
MASONVILLE,"[-91.550576, 42.50461]",557,IA,50654
MAYNARD,"[-91.890773, 42.775156]",899,IA,50655
NASHUA,"[-92.529839, 42.952848]",2007,IA,50658
NEW HAMPTON,"[-92.313136, 43.056015]",5783,IA,50659
NEW HARTFORD,"[-92.616359, 42.583128]",1362,IA,50660
OELWEIN,"[-91.913084, 42.681095]",8426,IA,50662
PARKERSBURG,"[-92.768763, 42.571377]",3544,IA,50665
PLAINFIELD,"[-92.511558, 42.850267]",1030,IA,50666
RAYMOND,"[-92.216247, 42.467169]",367,IA,50667
READLYN,"[-92.215432, 42.692869]",1858,IA,50668
REINBECK,"[-92.594839, 42.313078]",2099,IA,50669
SHELL ROCK,"[-92.58878, 42.70611]",1834,IA,50670
STANLEY,"[-91.812673, 42.635623]",175,IA,50671
STEAMBOAT ROCK,"[-93.06291, 42.417841]",650,IA,50672
SUMNER,"[-92.118562, 42.841935]",3187,IA,50674
TRAER,"[-92.482681, 42.184685]",2064,IA,50675
TRIPOLI,"[-92.265934, 42.810538]",1993,IA,50676
BREMER,"[-92.466199, 42.737307]",10879,IA,50677
WELLSBURG,"[-92.939763, 42.449418]",1353,IA,50680
WESTGATE,"[-92.018299, 42.805453]",1044,IA,50681
WINTHROP,"[-91.731467, 42.491163]",1330,IA,50682
WATERLOO,"[-92.366099, 42.477784]",29194,IA,50701
WATERLOO,"[-92.336486, 42.473112]",18939,IA,50702
WATERLOO,"[-92.326919, 42.514875]",21256,IA,50703
WASHBURN,"[-92.2676, 42.407605]",1010,IA,50706
EVANSDALE,"[-92.281158, 42.475453]",7954,IA,50707
NEVINVILLE,"[-94.369151, 41.062384]",9548,IA,50801
AFTON,"[-94.194044, 41.040146]",1450,IA,50830
BEDFORD,"[-94.732448, 40.66829]",2608,IA,50833
BENTON,"[-94.393104, 40.725836]",203,IA,50835
BLOCKTON,"[-94.504901, 40.624242]",476,IA,50836
BRIDGEWATER,"[-94.641011, 41.157084]",1383,IA,50837
CLEARFIELD,"[-94.494439, 40.793534]",593,IA,50840
CORNING,"[-94.735789, 40.987121]",2660,IA,50841
CUMBERLAND,"[-94.871006, 41.263165]",695,IA,50843
DELPHOS,"[-94.316188, 40.661959]",100,IA,50844
DIAGONAL,"[-94.355156, 40.822644]",793,IA,50845
FONTANELLE,"[-94.541904, 41.289568]",1534,IA,50846
GRANT,"[-94.984554, 41.125799]",315,IA,50847
GRAVITY,"[-94.750595, 40.790914]",617,IA,50848
GREENFIELD,"[-94.440757, 41.313311]",2772,IA,50849
KENT,"[-94.421718, 40.944856]",309,IA,50850
LENOX,"[-94.56117, 40.884096]",1973,IA,50851
MALOY,"[-94.40764, 40.673648]",81,IA,50852
MASSENA,"[-94.764872, 41.249867]",794,IA,50853
MOUNT AYR,"[-94.232146, 40.7142]",2487,IA,50854
NODAWAY,"[-94.87309, 40.954034]",706,IA,50857
ORIENT,"[-94.370496, 41.219191]",1042,IA,50858
PRESCOTT,"[-94.524901, 41.024848]",205,IA,50859
REDDING,"[-94.359451, 40.605312]",327,IA,50860
SHANNON CITY,"[-94.250106, 40.936636]",586,IA,50861
SHARPSBURG,"[-94.641633, 40.795042]",199,IA,50862
TINGLEY,"[-94.190823, 40.851597]",347,IA,50863
VILLISCA,"[-94.979588, 40.943718]",1794,IA,50864
AKRON,"[-96.52245, 42.835392]",2068,IA,51001
ALTA,"[-95.3129, 42.677118]",2757,IA,51002
ALTON,"[-96.017268, 42.978175]",1371,IA,51003
ANTHON,"[-95.894765, 42.386967]",1550,IA,51004
AURELIA,"[-95.438086, 42.69122]",1543,IA,51005
BATTLE CREEK,"[-95.604517, 42.332662]",1552,IA,51006
BRONSON,"[-96.198591, 42.429181]",796,IA,51007
CALUMET,"[-95.554871, 42.953272]",431,IA,51009
CASTANA,"[-95.943121, 42.105404]",533,IA,51010
CHEROKEE,"[-95.556842, 42.748187]",8339,IA,51012
CLEGHORN,"[-95.712436, 42.808593]",541,IA,51014
CORRECTIONVILLE,"[-95.780382, 42.474322]",1432,IA,51016
CUSHING,"[-95.67748, 42.464182]",261,IA,51018
DANBURY,"[-95.726259, 42.269337]",906,IA,51019
GALVA,"[-95.429838, 42.510508]",626,IA,51020
GRANVILLE,"[-95.897167, 42.969252]",592,IA,51022
HAWARDEN,"[-96.472992, 43.001333]",3097,IA,51023
HINTON,"[-96.305033, 42.604046]",2449,IA,51024
HOLSTEIN,"[-95.564971, 42.494779]",1977,IA,51025
HORNICK,"[-96.079553, 42.289741]",894,IA,51026
IRETON,"[-96.323226, 42.966566]",1154,IA,51027
KINGSLEY,"[-95.976151, 42.619057]",2138,IA,51028
LARRABEE,"[-95.581228, 42.862758]",607,IA,51029
LAWTON,"[-96.21893, 42.504748]",1481,IA,51030
LE MARS,"[-96.170386, 42.79623]",11576,IA,51031
LINN GROVE,"[-95.251249, 42.874229]",722,IA,51033
MAPLETON,"[-95.790934, 42.158524]",2038,IA,51034
MARCUS,"[-95.803431, 42.819959]",1654,IA,51035
MAURICE,"[-96.165531, 42.962647]",625,IA,51036
MERIDEN,"[-95.640797, 42.787416]",333,IA,51037
MERRILL,"[-96.228324, 42.704737]",1468,IA,51038
MOVILLE,"[-96.065583, 42.481924]",2064,IA,51039
ONAWA,"[-96.107213, 42.036967]",3867,IA,51040
ORANGE CITY,"[-96.056464, 43.01849]",6126,IA,51041
OTO,"[-95.861575, 42.264592]",340,IA,51044
PAULLINA,"[-95.708322, 42.970277]",1760,IA,51046
PETERSON,"[-95.337658, 42.932794]",640,IA,51047
PIERSON,"[-95.892193, 42.533493]",642,IA,51048
QUIMBY,"[-95.681175, 42.628711]",562,IA,51049
REMSEN,"[-95.954378, 42.8149]",2254,IA,51050
RODNEY,"[-95.953456, 42.201541]",120,IA,51051
SALIX,"[-96.287912, 42.330554]",1210,IA,51052
SCHALLER,"[-95.284587, 42.505501]",1311,IA,51053
SERGEANT BLUFF,"[-96.353392, 42.401895]",2853,IA,51054
SLOAN,"[-96.230634, 42.242726]",1303,IA,51055
SMITHLAND,"[-95.948647, 42.24079]",495,IA,51056
SUTHERLAND,"[-95.480665, 42.982623]",1096,IA,51058
TURIN,"[-95.951828, 41.973189]",387,IA,51059
UTE,"[-95.712542, 42.058085]",567,IA,51060
WASHTA,"[-95.729537, 42.578108]",519,IA,51061
WESTFIELD,"[-96.491987, 42.695329]",1435,IA,51062
WHITING,"[-96.182247, 42.15216]",895,IA,51063
SIOUX CITY,"[-96.40292, 42.497223]",765,IA,51101
SIOUX CITY,"[-96.42951, 42.506793]",16831,IA,51103
SIOUX CITY,"[-96.400453, 42.52536]",20441,IA,51104
SIOUX CITY,"[-96.382855, 42.503224]",10372,IA,51105
SIOUX CITY,"[-96.352755, 42.467057]",25974,IA,51106
SIOUX CITY,"[-96.376064, 42.490266]",258,IA,51107
SIOUX CITY,"[-96.361695, 42.546891]",4615,IA,51108
SIOUX CITY,"[-96.480304, 42.517287]",2592,IA,51109
SIOUX CITY,"[-96.372559, 42.400921]",189,IA,51110
SIOUX CITY,"[-96.371294, 42.408912]",12,IA,51111
SHELDON,"[-95.840141, 43.180797]",5585,IA,51201
ALVORD,"[-96.290994, 43.320109]",494,IA,51230
ARCHER,"[-95.741656, 43.117917]",194,IA,51231
ASHTON,"[-95.765509, 43.305259]",1090,IA,51232
BOYDEN,"[-95.982309, 43.20343]",1652,IA,51234
DOON,"[-96.201987, 43.287183]",957,IA,51235
GEORGE,"[-95.989383, 43.343903]",2326,IA,51237
HOSPERS,"[-95.914172, 43.079337]",1491,IA,51238
HULL,"[-96.139248, 43.195201]",2283,IA,51239
INWOOD,"[-96.436293, 43.304747]",1434,IA,51240
LARCHWOOD,"[-96.42522, 43.438673]",2097,IA,51241
LITTLE ROCK,"[-95.892622, 43.449571]",688,IA,51243
PRIMGHAR,"[-95.653304, 43.075892]",2167,IA,51245
ROCK RAPIDS,"[-96.178055, 43.427192]",3956,IA,51246
ROCK VALLEY,"[-96.310342, 43.201356]",4100,IA,51247
SANBORN,"[-95.662227, 43.189002]",1632,IA,51248
SIBLEY,"[-95.7424, 43.406929]",3853,IA,51249
SIOUX CENTER,"[-96.179952, 43.081416]",7417,IA,51250
SPENCER,"[-95.14569, 43.145107]",12101,IA,51301
ARNOLDS PARK,"[-95.131261, 43.36358]",1109,IA,51331
DICKENS,"[-94.985383, 43.154836]",732,IA,51333
ESTHERVILLE,"[-94.818001, 43.401709]",8614,IA,51334
EVERLY,"[-95.322777, 43.160917]",1153,IA,51338
FOSTORIA,"[-95.185042, 43.225857]",471,IA,51340
GRAETTINGER,"[-94.733401, 43.227731]",1259,IA,51342
GREENVILLE,"[-95.058184, 43.033348]",630,IA,51343
HARRIS,"[-95.442603, 43.456793]",333,IA,51345
HARTLEY,"[-95.481696, 43.179984]",2574,IA,51346
LAKE PARK,"[-95.321601, 43.445239]",1320,IA,51347
MELVIN,"[-95.592951, 43.284496]",395,IA,51350
MILFORD,"[-95.161534, 43.31964]",2964,IA,51351
OCHEYEDAN,"[-95.520366, 43.39105]",1596,IA,51354
OKOBOJI,"[-95.153026, 43.37938]",1637,IA,51355
ROYAL,"[-95.267856, 43.048751]",1035,IA,51357
